locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
3472050	YP_001456881.1	157159563	57075	103988	104908	+	EcHS_A0098	ddlB	D-alanine--D-alanine ligase B (RefSeq)	COG1181	M	D-alanine-D-alanine ligase and related ATP-grasp enzymes	TIGR01205 D-alanine--D-alanine ligase	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0009252,GO:0005618,GO:0005737,GO:0005524,GO:0008716	6.3.2.4	D-alanine--D-alanine ligase.
3472051	YP_001456882.1	157159564	57075	104910	105740	+	EcHS_A0099	ftsQ	cell division protein FtsQ (RefSeq)	COG1589	M	Cell division septal protein					
3472052	YP_001456883.1	157159565	57075	105737	106999	+	EcHS_A0100	ftsA	cell division protein FtsA (RefSeq)	COG849	D	Actin-like ATPase involved in cell division	TIGR01174 cell division protein FtsA [ftsA]	Cellular processes:Cell division	GO:0000902,GO:0007049,GO:0005524		
3472053	YP_001456884.1	157159566	57075	107060	108211	+	EcHS_A0101	ftsZ	cell division protein FtsZ (RefSeq)	COG206	D	Cell division GTPase	TIGR00065 cell division protein FtsZ [ftsZ]	Cellular processes:Cell division	GO:0051258,GO:0005737,GO:0043234,GO:0003924,GO:0005525		
3472054	YP_001456885.1	157159567	57075	108312	109229	+	EcHS_A0102	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (RefSeq)	COG774	M	UDP-3-O-acyl-N-acetylglucosamine deacetylase	TIGR00325 UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [lpxC]	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0009245,GO:0008759	3.5.1.-	
3472055	YP_001456886.1	157159568	57075	109385	109972	+	EcHS_A0103	secM	secretion monitor protein (RefSeq)						GO:0045182		
3472056	YP_001456887.1	157159569	57075	110034	112739	+	EcHS_A0104	secA	preprotein translocase, SecA subunit (RefSeq)	COG653	U	Preprotein translocase subunit SecA (ATPase, RNA helicase)	TIGR00963 preprotein translocase, SecA subunit [secA]	Protein fate:Protein and peptide secretion and trafficking	GO:0006605,GO:0017038,GO:0016020,GO:0003676,GO:0004386,GO:0005515,GO:0005524		
3472057	YP_001456888.1	157159570	57075	112799	113188	+	EcHS_A0105	mutT	7,8-dihydro-8-oxoguanine-triphosphatase (RefSeq)	COG1051	F	ADP-ribose pyrophosphatase	TIGR00586 mutator mutT protein	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0008413	3.6.1.-	
3472058	YP_001456889.1	157159571	57075	113485	113288	-	EcHS_A0106	EcHS_A0106	zinc-binding protein YacG (RefSeq)	COG3024	S	Uncharacterized protein conserved in bacteria			GO:0006355,GO:0003700,GO:0008270		
3472059	YP_001456890.1	157159572	57075	114238	113495	-	EcHS_A0107	EcHS_A0107	hypothetical protein (RefSeq)	COG4582	S	Uncharacterized protein conserved in bacteria					
3472060	YP_001456891.1	157159573	57075	114858	114238	-	EcHS_A0108	coaE	dephospho-CoA kinase (RefSeq)	COG237	H	Dephospho-CoA kinase	TIGR00152 dephospho-CoA kinase [coaE]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0004140,GO:0005524	2.7.1.24	Dephospho-CoA kinase.
3472061	YP_001456892.1	157159574	57075	115083	116126	+	EcHS_A0109	guaC	guanosine monophosphate reductase (RefSeq)	COG516	F	IMP dehydrogenase/GMP reductase	TIGR01305 guanosine monophosphate reductase [guaC]	Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions	GO:0009117,GO:0003920	1.7.1.7	GMP reductase.
3472062	YP_001456893.1	157159575	57075	117363	116161	-	EcHS_A0110	pilC	type IV pilus assembly protein PilC (RefSeq)	COG1459	NU	Type II secretory pathway, component PulF			GO:0015628,GO:0015627,GO:0016020,GO:0008565		
3472063	YP_001456894.1	157159576	57075	118738	117353	-	EcHS_A0111	hofB	GspE family protein HofB (RefSeq)	COG2804	NU	Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB			GO:0006810,GO:0005622,GO:0005524,GO:0017111		
3472064			57075	119188	118748	-	EcHS_A0112	pilA									
3472065	YP_001456895.1	157159577	57075	120284	119391	-	EcHS_A0113	nadC	nicotinate-nucleotide diphosphorylase (carboxylating) (RefSeq)	COG157	H	Nicotinate-nucleotide pyrophosphorylase	TIGR00078 nicotinate-nucleotide diphosphorylase (carboxylating) [nadC]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pyridine nucleotides	GO:0009435,GO:0004514	2.4.2.19	Nicotinate-nucleotide diphosphorylase (carboxylating).
3472066	YP_001456896.1	157159578	57075	120372	120923	+	EcHS_A0114	ampD	N-acetylmuramoyl-L-alanine amidase (RefSeq)	COG3023	V	Negative regulator of beta-lactamase expression			GO:0009253,GO:0008745	3.5.1.28	N-acetylmuramoyl-L-alanine amidase.
3472067	YP_001456897.1	157159579	57075	120920	121774	+	EcHS_A0115	ampE	protein AmpE (RefSeq)	COG3725	V	Membrane protein required for beta-lactamase induction			GO:0009236,GO:0016021		
3472068	YP_001456898.1	157159580	57075	123187	121817	-	EcHS_A0116	aroP	aromatic amino acid transport protein AroP (RefSeq)	COG1113	E	Gamma-aminobutyrate permease and related permeases			GO:0006865,GO:0016021,GO:0015171		
3472069	YP_001456899.1	157159581	57075	123731	124495	+	EcHS_A0117	EcHS_A0117	transcriptional regulator, GntR family (RefSeq)	COG2186	K	Transcriptional regulators			GO:0006355,GO:0019217,GO:0005622,GO:0000062,GO:0003700,GO:0004148	1.8.1.4	Dihydrolipoyl dehydrogenase.
3472070	YP_001456900.1	157159582	57075	124656	127319	+	EcHS_A0118	aceE	pyruvate dehydrogenase (acetyl-transferring), homodimeric type (RefSeq)	COG2609	C	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	TIGR00759 pyruvate dehydrogenase (acetyl-transferring), homodimeric type [aceE]		GO:0008152,GO:0004739,GO:0016491	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring).
3472071	YP_001456901.1	157159583	57075	127334	129226	+	EcHS_A0119	aceF	dihydrolipoyllysine-residue acetyltransferase (RefSeq)	COG508	C	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes	TIGR01348 dihydrolipoyllysine-residue acetyltransferase [aceF]	Energy metabolism:Pyruvate dehydrogenase	GO:0006096,GO:0045254,GO:0009351,GO:0004742,GO:0005515	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase.
3472072	YP_001456902.1	157159584	57075	129551	130975	+	EcHS_A0120	lpdA	dihydrolipoamide dehydrogenase (RefSeq)	COG1249	C	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	TIGR01350 dihydrolipoyl dehydrogenase [lpdA]		GO:0006118,GO:0045454,GO:0005737,GO:0004148,GO:0050660	1.8.1.4	Dihydrolipoyl dehydrogenase.
3472073	YP_001456903.1	157159585	57075	132899	131046	-	EcHS_A0121	EcHS_A0121	hypothetical protein (RefSeq)								
3472074	YP_001456904.1	157159586	57075	133254	135851	+	EcHS_A0122	acnB	aconitate hydratase 2 (RefSeq)	COG1049	C	Aconitase B	TIGR00117 aconitate hydratase 2 [acnB]	Energy metabolism:TCA cycle	GO:0006099,GO:0003994,GO:0005515,GO:0051539	4.2.1.3	Aconitate hydratase.
3472075	YP_001456905.1	157159587	57075	136027	136389	+	EcHS_A0123	EcHS_A0123	hypothetical protein (RefSeq)	COG3112	S	Uncharacterized protein conserved in bacteria					
3472076	YP_001456906.1	157159588	57075	137221	136427	-	EcHS_A0124	speD	S-adenosylmethionine decarboxylase (RefSeq)	COG1586	E	S-adenosylmethionine decarboxylase	TIGR03331 S-adenosylmethionine decarboxylase proenzyme [speD]	Central intermediary metabolism:Polyamine biosynthesis	GO:0008295,GO:0004014	4.1.1.50	Adenosylmethionine decarboxylase.
3472077	YP_001456907.1	157159589	57075	138103	137237	-	EcHS_A0125	speE	spermidine synthase (RefSeq)	COG421	E	Spermidine synthase	TIGR00417 spermidine synthase [speE]	Central intermediary metabolism:Polyamine biosynthesis	GO:0003824,GO:0004766	2.5.1.16	Spermidine synthase.
3472078	YP_001456908.1	157159590	57075	138556	138209	-	EcHS_A0127	EcHS_A0127	hypothetical protein (RefSeq)								
3472079	YP_001456909.1	157159591	57075	138683	140272	+	EcHS_A0126	cueO	copper oxidase CueO (RefSeq)	COG2132	Q	Putative multicopper oxidases			GO:0005507,GO:0016491		
3472080	YP_001456910.1	157159592	57075	142709	140319	-	EcHS_A0128	gcd	quinoprotein glucose dehydrogenase (RefSeq)	COG4993	G	Glucose dehydrogenase	TIGR03074 membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family		GO:0006118,GO:0030288,GO:0008876	1.1.5.2	Quinoprotein glucose dehydrogenase.
3472081	YP_001456911.1	157159593	57075	142915	143451	+	EcHS_A0129	hpt	hypoxanthine phosphoribosyltransferase (RefSeq)	COG634	F	Hypoxanthine-guanine phosphoribosyltransferase	TIGR01203 hypoxanthine phosphoribosyltransferase [hpt]	Purines, pyrimidines, nucleosides, and nucleotides:Salvage of nucleosides and nucleotides	GO:0006166,GO:0005737,GO:0004422	2.4.2.8	Hypoxanthine phosphoribosyltransferase.
3472082	YP_001456912.1	157159594	57075	144154	143492	-	EcHS_A0130	can	carbonic anhydrase (RefSeq)	COG288	P	Carbonic anhydrase			GO:0015976,GO:0008270,GO:0004089	4.2.1.1	Carbonate dehydratase.
3472083	YP_001456913.1	157159595	57075	144263	145189	+	EcHS_A0131	EcHS_A0131	ABC transporter, ATP-binding protein (RefSeq)	COG1131	V	ABC-type multidrug transport system, ATPase component			GO:0005524,GO:0016887		
3472084	YP_001456914.1	157159596	57075	145186	145956	+	EcHS_A0132	EcHS_A0132	ABC transporter, permease protein (RefSeq)	COG842	V	ABC-type multidrug transport system, permease component			GO:0006810,GO:0016020,GO:0005524,GO:0042626		
3472085	YP_001456915.1	157159597	57075	146061	146501	+	EcHS_A0133	EcHS_A0133	PTS system IIA component domain protein (RefSeq)	COG2893	G	Phosphotransferase system, mannose/fructose-specific component IIA			GO:0009401,GO:0016021,GO:0009357,GO:0008982	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase.
3472086	YP_001456916.1	157159598	57075	146565	147794	+	EcHS_A0134	EcHS_A0134	polysaccharide deacetylase domain protein (RefSeq)	COG726	G	Predicted xylanase/chitin deacetylase			GO:0005975,GO:0016810		
3472087	YP_001456917.1	157159599	57075	148178	147798	-	EcHS_A0135	panD	aspartate 1-decarboxylase (RefSeq)	COG853	H	Aspartate 1-decarboxylase	TIGR00223 aspartate 1-decarboxylase [panD]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0006523,GO:0004068,GO:0005488	4.1.1.11	Aspartate 1-decarboxylase.
3472088	YP_001456918.1	157159600	57075	148637	149353	+	EcHS_A0136	EcHS_A0136	hypothetical protein (RefSeq)	COG5464	S	Uncharacterized conserved protein	TIGR01784 conserved hypothetical protein				
3472089	YP_001456919.1	157159601	57075	150278	149427	-	EcHS_A0137	panC	pantoate--beta-alanine ligase (RefSeq)	COG414	H	Panthothenate synthetase	TIGR00018 pantoate--beta-alanine ligase [panC],TIGR00125 cytidyltransferase-related domain	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0015940,GO:0004592	6.3.2.1	Pantoate--beta-alanine ligase.
3472090	YP_001456920.1	157159602	57075	151084	150290	-	EcHS_A0138	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (RefSeq)	COG413	H	Ketopantoate hydroxymethyltransferase	TIGR00222 3-methyl-2-oxobutanoate hydroxymethyltransferase [panB]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0015940,GO:0003864	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase.
3472091	YP_001456921.1	157159603	57075	152471	151197	-	EcHS_A0139	EcHS_A0139	putative fimbrial protein (RefSeq)	COG3539	NU	P pilus assembly protein, pilin FimA			GO:0007155,GO:0009289		
3472092	YP_001456922.1	157159604	57075	153120	152524	-	EcHS_A0140	EcHS_A0140	hypothetical protein (RefSeq)						GO:0007155,GO:0009289		
3472093	YP_001456923.1	157159605	57075	154044	153232	-	EcHS_A0141	EcHS_A0141	ISEhe3, transposase orfB (RefSeq)	COG2801	L	Transposase and inactivated derivatives			GO:0015074,GO:0003677		
3472094	YP_001456924.1	157159606	57075	154379	154101	-	EcHS_A0142	EcHS_A0142	ISEhe3, transposase orfA (RefSeq)	COG2963	L	Transposase and inactivated derivatives			GO:0006313,GO:0004803,GO:0003677		
3472095	YP_001456925.1	157159607	57075	155242	154502	-	EcHS_A0143	EcHS_A0143	gram-negative pili assembly chaperone (RefSeq)	COG3121	NU	P pilus assembly protein, chaperone PapD			GO:0007047,GO:0030288,GO:0005515		
3472096			57075	155931	155347	-	EcHS_A0144	EcHS_A0144									
3472097	YP_001456926.1	157159608	57075	156780	156301	-	EcHS_A0145	folK	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase (RefSeq)	COG801	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	TIGR01498 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [folK]	Biosynthesis of cofactors, prosthetic groups, and carriers:Folic acid	GO:0009396,GO:0003848	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase.
3472098	YP_001456927.1	157159609	57075	158141	156777	-	EcHS_A0146	pcnB	poly(A) polymerase (RefSeq)	COG617	J	tRNA nucleotidyltransferase/poly(A) polymerase	TIGR01942 poly(A) polymerase [pcnB]		GO:0006378,GO:0003723,GO:0004652	2.7.7.19	Polynucleotide adenylyltransferase.
3472099	YP_001456928.1	157159610	57075	159160	158234	-	EcHS_A0147	gluQ	glutamyl-Q tRNA(Asp) synthetase (RefSeq)	COG8	J	Glutamyl- and glutaminyl-tRNA synthetases	TIGR03838 glutamyl-queuosine tRNA(Asp) synthetase [gluQ]	Protein synthesis:tRNA and rRNA base modification	GO:0006424,GO:0005737,GO:0004812,GO:0005524	6.1.1.-	
3472100	YP_001456929.1	157159611	57075	159652	159197	-	EcHS_A0148	dksA	RNA polymerase-binding protein DksA (RefSeq)	COG1734	T	DnaK suppressor protein	TIGR02420 RNA polymerase-binding protein DksA [dksA]	Regulatory functions:Small molecule interactions	GO:0008270		
3472101	YP_001456930.1	157159612	57075	160534	159830	-	EcHS_A0149	sfsA	sugar fermentation stimulation protein (RefSeq)	COG1489	R	DNA-binding protein, stimulates sugar fermentation	TIGR00230 sugar fermentation stimulation protein [sfsA]	Regulatory functions:Other			
3472102	YP_001456931.1	157159613	57075	161079	160549	-	EcHS_A0150	ligT	2'-5' RNA ligase (RefSeq)	COG1514	J	2'-5' RNA ligase	TIGR02258 2'-5' RNA ligase	Transcription:RNA processing	GO:0016070,GO:0005622,GO:0008664	6.5.1.-	
3472103	YP_001456932.1	157159614	57075	161153	163582	+	EcHS_A0151	hrpB	ATP-dependent helicase HrpB (RefSeq)	COG1643	L	HrpA-like helicases	TIGR01970 ATP-dependent helicase HrpB [hrpB]	Unknown function:Enzymes of unknown specificity	GO:0003676,GO:0005524,GO:0008026	3.6.1.-	
3472104	YP_001456933.1	157159615	57075	163778	166312	+	EcHS_A0152	mrcB	penicillin-binding protein 1B (RefSeq)	COG744	M	Membrane carboxypeptidase (penicillin-binding protein)	TIGR02071 penicillin-binding protein 1B [mrcB]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0009252,GO:0046677,GO:0009274,GO:0008955,GO:0008233,GO:0008658	2.4.1.129,3.4.-.-	Peptidoglycan glycosyltransferase.,
3472105	YP_001456934.1	157159616	57075	166511	166377	-	EcHS_A0153	EcHS_A0153	hypothetical protein (RefSeq)								
3472106	YP_001456935.1	157159617	57075	166532	168721	+	EcHS_A0154	fhuA	ferrichrome-iron receptor (RefSeq)	COG1629	P	Outer membrane receptor proteins, mostly Fe transport	TIGR01783 TonB-dependent siderophore receptor	Transport and binding proteins:Porins	GO:0015891,GO:0016020,GO:0004872,GO:0015343,GO:0005506		
3472107	YP_001456936.1	157159618	57075	168772	169569	+	EcHS_A0155	fhuC	ferrichrome ABC transporter, ATP-binding protein (RefSeq)	COG1120	PH	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components			GO:0005524,GO:0015623,GO:0016887	3.6.3.34	Iron-chelate-transporting ATPase.
3472108	YP_001456937.1	157159619	57075	169569	170459	+	EcHS_A0156	fhuD	ferrichrome ABC transporter, periplasmic ferrichrome-binding protein (RefSeq)	COG614	P	ABC-type Fe3+-hydroxamate transport system, periplasmic component			GO:0006827,GO:0005381		
3472109	YP_001456938.1	157159620	57075	170456	172438	+	EcHS_A0157	fhuB	ferrichrome ABC transporter, permease protein FhuB (RefSeq)	COG609	P	ABC-type Fe3+-siderophore transport system, permease component			GO:0006810,GO:0016020,GO:0005215		
3472110	YP_001456939.1	157159621	57075	173753	172473	-	EcHS_A0158	hemL	glutamate-1-semialdehyde-2,1-aminomutase (RefSeq)	COG1	H	Glutamate-1-semialdehyde aminotransferase	TIGR00713 glutamate-1-semialdehyde-2,1-aminomutase [hemL]	Biosynthesis of cofactors, prosthetic groups, and carriers:Heme, porphyrin, and cobalamin	GO:0033014,GO:0042286,GO:0008483,GO:0030170	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase.
3472111	YP_001456940.1	157159622	57075	173978	175399	+	EcHS_A0159	clcA	H(+)/Cl(-) exchange transporter ClcA (RefSeq)	COG38	P	Chloride channel protein EriC			GO:0006821,GO:0016020,GO:0005247		
3472112	YP_001456941.1	157159623	57075	175481	175825	+	EcHS_A0160	yadR	iron-sulfur cluster assembly accessory protein YadR (RefSeq)	COG316	S	Uncharacterized conserved protein	TIGR00049 iron-sulfur cluster assembly accessory protein	Biosynthesis of cofactors, prosthetic groups, and carriers:Other			
3472113	YP_001456942.1	157159624	57075	176495	175872	-	EcHS_A0161	EcHS_A0161	hypothetical protein (RefSeq)	COG2860	S	Predicted membrane protein					
3472114	YP_001456943.1	157159625	57075	177333	176533	-	EcHS_A0162	btuF	cobalamin ABC transporter, periplasmic cobalamin-binding protein (RefSeq)	COG614	P	ABC-type Fe3+-hydroxamate transport system, periplasmic component			GO:0006827,GO:0005381		
3472115	YP_001456944.1	157159626	57075	178024	177326	-	EcHS_A0163	mtnN	MTA/SAH nucleosidase (RefSeq)	COG775	F	Nucleoside phosphorylase	TIGR01704 MTA/SAH nucleosidase [mtnN]	Purines, pyrimidines, nucleosides, and nucleotides:Salvage of nucleosides and nucleotides	GO:0019509,GO:0009164,GO:0008782,GO:0008930	3.2.2.16,3.2.2.9	Methylthioadenosine nucleosidase.,Adenosylhomocysteine nucleosidase.
3472116	YP_001456945.1	157159627	57075	178108	179625	+	EcHS_A0164	dgt	deoxyguanosinetriphosphate triphosphohydrolase (RefSeq)	COG232	F	dGTP triphosphohydrolase	TIGR01353 putative dGTPase [dgt]	Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions	GO:0046039,GO:0000287,GO:0008832	3.1.5.1	dGTPase.
3472117	YP_001456946.1	157159628	57075	179755	181179	+	EcHS_A0165	degP	protease Do (RefSeq)	COG265	O	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	TIGR02037 protease Do	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0004252,GO:0005515	3.4.21.-	
3472118	YP_001456947.1	157159629	57075	181334	182491	+	EcHS_A0166	cdaR	carbohydrate diacid regulator (RefSeq)	COG3835	KT	Sugar diacid utilization regulator					
3472119	YP_001456948.1	157159630	57075	182966	182580	-	EcHS_A0167	EcHS_A0167	hypothetical protein (RefSeq)								
3472120	YP_001456949.1	157159631	57075	184105	183281	-	EcHS_A0168	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (RefSeq)	COG2171	E	Tetrahydrodipicolinate N-succinyltransferase	TIGR00965 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [dapD]	Amino acid biosynthesis:Aspartate family	GO:0009089,GO:0008666,GO:0016757,GO:0008415	2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase.
3472121	YP_001456950.1	157159632	57075	186808	184136	-	EcHS_A0169	glnD	protein-P-II uridylyltransferase (RefSeq)	COG2844	O	UTP:GlnB (protein PII) uridylyltransferase	TIGR01693 protein-P-II uridylyltransferase [glnD]	Regulatory functions:Protein interactions	GO:0006807,GO:0008773,GO:0016597	2.7.7.59	[Protein-PII] uridylyltransferase.
3472122	YP_001456951.1	157159633	57075	187664	186870	-	EcHS_A0170	map	methionine aminopeptidase, type I (RefSeq)	COG24	J	Methionine aminopeptidase	TIGR00500 methionine aminopeptidase, type I [map]	Protein fate:Protein modification and repair	GO:0006508,GO:0004239	3.4.11.18	Methionyl aminopeptidase.
3472123			57075	187870	188005	+	EcHS_A4731	EcHS_A4731	t44 RNA (RefSeq)								
3472124	YP_001456952.1	157159634	57075	188032	188757	+	EcHS_A0171	rpsB	ribosomal protein S2 (RefSeq)	COG52	J	Ribosomal protein S2	TIGR01011 ribosomal protein S2 [rpsB]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735		
3472125	YP_001456953.1	157159635	57075	189015	189866	+	EcHS_A0172	tsf	translation elongation factor Ts (RefSeq)	COG264	J	Translation elongation factor Ts	TIGR00116 translation elongation factor Ts [tsf]	Protein synthesis:Translation factors	GO:0006414,GO:0005622,GO:0003746		
3472126	YP_001456954.1	157159636	57075	190013	190738	+	EcHS_A0173	pyrH	UMP kinase (RefSeq)	COG528	F	Uridylate kinase	TIGR02075 UMP kinase [pyrH]	Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions	GO:0006221,GO:0008652,GO:0009041	2.7.4.22	UMP kinase.
